2025-01-21 00:44:08.667 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:41:01.991 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:41:01.992 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:41:01.992 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: SurveyResponseControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:41:01.994 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:41:01.994 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7918c7f8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@17740dae, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1c504e66, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@345cf395, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@bc4d5e1, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3c6aa04a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2257fadf, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7144655b, org.springframework.test.context.event.EventPublishingTestExecutionListener@5c82cd4f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@35835e65, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@289fdb08, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7a231dfd, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@30814f43, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1fde4f40, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@49cf9028]
2025-02-01 14:41:02.010 [main] INFO  c.x.e.c.SurveyResponseControllerTest [] - null
2025-02-01 14:41:02.020 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.UserControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:41:02.021 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.UserControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:41:02.021 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.UserControllerTest]: UserControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:41:02.022 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:41:02.023 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@8d7b252, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4682eba5, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6d9fb2d1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@61fafb74, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@540a903b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@58496dc, org.springframework.test.context.transaction.TransactionalTestExecutionListener@151db587, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@238acd0b, org.springframework.test.context.event.EventPublishingTestExecutionListener@23811a09, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2125ad3, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7a5b769b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@f4c0e4e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@24361cfc, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@34e20e6b, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@15ac59c2]
2025-02-01 14:41:02.153 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:41:02.153 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:41:02.153 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest]: WorkspaceControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:41:02.154 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:41:02.155 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@25da615a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4efc25fc, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7ee3d262, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@396e6d9, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@75308740, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5acc9fdf, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3a5c2626, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@e48bf9a, org.springframework.test.context.event.EventPublishingTestExecutionListener@7fb33394, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@41bf79da, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1a891add, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5176d279, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@373f7450, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@d74bac4, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@5ff90645]
2025-02-01 14:41:02.196 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:41:02.197 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:41:02.197 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest]: WorkspaceMemberControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:41:02.198 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:41:02.199 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5a8cbffe, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96a75da, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@61e7bf2f, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1a28b346, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@25e49cb2, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f7af971, org.springframework.test.context.transaction.TransactionalTestExecutionListener@23382f76, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7c551ad4, org.springframework.test.context.event.EventPublishingTestExecutionListener@7d5508e0, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@554cd74a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@37ed010a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@633a2e99, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@367d2816, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5b84f14, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@5a82ebf8]
2025-02-01 14:42:59.994 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:42:59.999 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:43:00.000 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest]: CollaboratorControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:43:00.055 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:43:00.069 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5c7bfdc1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5276d6ee, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@71687585, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1807f5a7, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@1b919693, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7fb4f2a9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4dc27487, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6a4f1a55, org.springframework.test.context.event.EventPublishingTestExecutionListener@7dfd3c81, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2584b82d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7bbc8656, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@6933b6c6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7d3e8655, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7dfb0c0f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@626abbd0]
2025-02-01 14:43:00.373 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:43:00.373 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:43:00.373 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest]: SurveyControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:43:00.375 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:43:00.376 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@cc6460c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@52350abb, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@681aad3b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1a6f2363, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@2427e004, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5ebd56e9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@63f34b70, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@641856, org.springframework.test.context.event.EventPublishingTestExecutionListener@1b58ff9e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2f66e802, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@56b78e55, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@76318a7d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2a492f2a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3277e499, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@585811a4]
2025-02-01 14:43:00.598 [main] INFO  c.x.e.controller.SurveyController [] - [publishSurvey] 发布问卷,param=SurveyListParam(filter=null, order=null, workspaceId=null, username=null, userId=null)
2025-02-01 14:43:00.606 [main] INFO  c.x.e.controller.SurveyController [] - [publishSurvey] 发布问卷,surveyId=11111
2025-02-01 14:43:00.611 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:43:00.612 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:43:00.612 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest]: SurveyHistoryControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:43:00.613 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:43:00.614 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@54562ea6, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1a35993f, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@5b12012e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f7dcef2, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@4a3be6a5, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7cf162bc, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3721177d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@766a4535, org.springframework.test.context.event.EventPublishingTestExecutionListener@63718b93, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@14e2e1c3, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2b4786dd, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@f202d6d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60e21209, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@630d1b2f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@746b18fd]
2025-02-01 14:43:00.624 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:43:00.626 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:43:00.626 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest]: SurveyMetaControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-02-01 14:43:00.627 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-02-01 14:43:00.627 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@35835fa, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@56f71edb, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7207cb51, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2a27cb34, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@6892cc6f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6fd1660, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4a6c18ad, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5e8604bf, org.springframework.test.context.event.EventPublishingTestExecutionListener@20095ab4, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4e2916c3, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@64aad6db, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@ae7950d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d1b21f, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@66c83fc8, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@546621c4]
2025-02-01 14:43:00.672 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
2025-02-01 14:43:00.673 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: no resource found for suffixes {-context.xml}.
2025-02-01 14:43:00.673 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: SurveyResponseControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
